;;Name (click to view profile);Date;Likes;Comment;(view source)
232;;marco polo;22.11.24 15:45:47;0;Was in kindergarten when the first movie came out, it’s been my favorite movie all this time. Now I’m in college, ran to the theatre to see it on the release day. And you bet I bought it on dvd.;view comment
233;;???????;22.11.24 15:45:47;0;Season 6 is the sixth season of Independent Memories. It was originally going to air in Fall 2019 on Cartoon Network And VRV.;view comment
234;;???;22.11.24 15:45:47;0;I'm watching it rn;view comment
235;;Bemocracy;22.01.19 10:35:24;2;Violet is so charming because of her own gloomy personality! I love her ?;view comment
236;;Christine Alguadich;22.01.19 10:35:24;0;o;view comment
237;;Daniels Channel;22.01.19 10:35:24;2;People are saying this movie is bad because it “didn’t live up to the original”. I know it was 14 years for a sequel, but you got what you got. Be happy that everybody got what they wanted so badly.;view comment
;237-1;John McSween;22.02.19 10:35:24;0;It sucked and if people waited so for this they need a life.;view comment
;237-2;CircusKing;22.03.19 10:35:24;0;John McSween your Expectations went too high.;view comment
238;;Dave Smith;22.01.19 10:35:24;2;best movie ever;view comment
239;;Delilah Watson;22.01.19 10:35:24;1;Watching it now!!!!!!!;view comment
240;;Draw Colour;22.01.19 10:35:24;0;Loved I2. So funny. I was blown away. Loved all of the easter eggs. I wish on the Blu-ray release there were mini movies of the stuff they were watching on TV. That store robbery scene on the tube was hilarious.;view comment
241;;Earl Reyes;22.01.19 10:35:24;1;I know im late but... THIS MOVIE IS AMAZING;view comment
;241-1;TheTruthIsRacist;22.01.19 10:35:24;0;Why?;view comment
242;;El KlouDee;22.01.19 10:35:24;0;2:11  Chicklet.HF & MaleniCruz?;view comment
243;;Gautham Ananthanarayanan;22.01.19 10:35:24;3;Student: That's not the way we do it. Flips. That is only the way we do it. Me: Seriously. Insane. Math is Math!;view comment
244;;Ian G;22.01.19 10:35:24;0;If there is going to be a 3rd I'll be there;view comment
245;;Joshua Gore;22.01.19 10:35:24;0;Who is hotter? violet or elastigirl?;view comment
246;;Kathy Kat;22.01.19 10:35:24;1;You better be back asap;view comment
247;;Low Roar;22.01.19 10:35:24;0;Just saw it and loved it;view comment
248;;MrGabeanator;22.01.19 10:35:24;1;I got the bluray for Christmas I cant wait to watch it;view comment
249;;Nova J.;22.01.19 10:35:24;0;best movie ever;view comment
250;;Pallavi Raj;22.01.19 10:35:24;0;It is not better than bumble bee;view comment
251;;Shalow;22.01.19 10:35:24;0;I watched the whole movie at school;view comment
252;;Steve Wertz;22.01.19 10:35:24;1;I saw the movie using boxxy software -  great app on my TV Box? . Taking advantage of an excellent distribution, with a lot of famous actors;view comment
253;;Tishnik;22.01.19 10:35:24;1;George W. Bush Made This Movie Along With Micheal Michard Pence.;view comment
254;;XBluegy;22.01.19 10:35:24;1;Frozone found he supersuit. The best Character : Jack-Jack;view comment
255;;killer donkay;22.01.19 10:35:24;0;I hate this movie with a passion.;view comment
;255-1;Joe Whitehead;22.01.19 10:35:24;0;FR55D0M 12 How?;view comment
256;;theobarbs;22.01.19 10:35:24;0;What I don't like about the 2nd movie is that it's full of action and fights and they are all small in duration while the 1st movie had fewer fights and action but they were longer in duration which was amazing and all of them are iconic.;view comment
257;;Ülkü Demirel;22.01.19 10:35:24;0;The movie was incredible!!;view comment
258;;Adam Petrillo;22.02.19 10:35:24;0;Really Disney & Pixar? Strobe lights?  2:06 ? Whatever happened to you guys not realizing that this is a general audience rated movie. This better be the last time you guys add these in your movies. You guys got some highlights on how bad it was for people with epilepsy/seizures. I really hope toy story 4 and your future films from Pixar  don’t run into this situation again.;view comment
;258-1;CircusKing;22.03.19 10:35:24;0;Adam Petrillo you know it’s a PG Movie.;view comment
259;;Azim Alif;22.02.19 10:35:24;0;So, guy who can stop trains, lift trucks, punch a guy trough multiple walls vs a guy with jackhammer hands. the rest of the body if still human like right? he's not as strong as Mr incredible right.;view comment
260;;Cash me outside;22.02.19 10:35:24;0;1:01  : Baldi's basics in a nutshell.;view comment
261;;Danny P;22.02.19 10:35:24;0;Why it took so long for them to make it???! 14 years is alot;view comment
262;;Diego;22.02.19 10:35:24;3;Stop making remakes;view comment
;262-1;Jason Charles;22.07.19 10:35:24;0;Make them.;view comment
263;;Dria Woods;22.02.19 10:35:24;0;I wonder how many 18-25 year olds were in the movie theater watching this. We've been waiting for so long? I just started thinking of the video game for the first movie and it was lit and frustrating to beat - especially the dad and dash levels. I hope they make an even better game for this one ?;view comment
264;;Drohim. 1;22.02.19 10:35:24;24;Who still sees this trailer in 2019 February?;view comment
265;;Faith The Potato;22.02.19 10:35:24;0;After Dash saying what’s new about his homework,I’m guessing he’s in fourth grade,he also said Decimals wrong,that’s what gave it off..;view comment
266;;Gabe;22.02.19 10:35:24;0;Right now, the longest Pixar film and the longest computer-animated film to date.;view comment
267;;Kathy Kat;22.02.19 10:35:24;0;Frozone's wofe is good wife material;view comment
268;;Liam smith;22.02.19 10:35:24;0;The villain in this reminds me of the puppet master in ghost in the shell;view comment
269;;MisterAhmad;22.02.19 10:35:24;0;incredible way better than the first one. baby jack jack stole the show!!!;view comment
270;;Oliversfilmsdotcom Films;22.02.19 10:35:24;2;I refused to watch this film, it is very stereotypical anti-men;view comment
;270-1;th3azscorpio;22.06.19 10:35:24;0;Oh pullease... It was a LOT better than expected.;view comment
271;;Oliversfilmsdotcom Films;22.02.19 10:35:24;0;I'm not gonna watch a film which presents men in a negative way;view comment
272;;Oliversfilmsdotcom Films;22.02.19 10:35:24;0;made to make men look bad;view comment
273;;Oussema;22.02.19 10:35:24;4;I'm not saying this is bad but i 100% prefer the first one is better .;view comment
274;;PaingPaingPP;22.02.19 10:35:24;0;Where's my super suit?;view comment
275;;Sang Woody;22.02.19 10:35:24;0;I love this family;view comment
276;;Shadow Crafter;22.02.19 10:35:24;1;I have an Incredibles 3 somewhat plot. So, if you made a trailer, we would either see violet with short hair or Evelyn in jail either trying to break out or with an evil look. Then, we elastigirl ex boyfriend, don't remember his name so I'll say that, anyway I read one of the comic books and her Ex sent a letter to each villain in jail and would soon be free. In more of the trailer we see some of the new supers working together with the incredibles. Possibly the villans were free. But anyhow, Helen probably has gotten a bit more 40 ish and Bob too. Winston and Evelyn also. Violet probably older dash too probably and Jack jack a toddler (able to walk a bit more) I'll think more into it though thanks!;view comment
277;;Simona Forgione;22.02.19 10:35:24;0;Love how Evelyn isn’t shown ironic am I right;view comment
278;;Simona Forgione;22.02.19 10:35:24;0;Wait sksksksk, vi  doesn’t say “moms new job” when they’re eating Chinese! Great editing Pixar;view comment
279;;Tiffany Chau;22.02.19 10:35:24;5;I don’t know that way! Why would they change Maths?! MATHS IS MATHS. MATHS IS MATHS!?;view comment
280;;Tyrel Keatts;22.02.19 10:35:24;0;Seeing this in theaters was the best experience. Glad I went !!!!;view comment
281;;Vp03 Pogodin;22.02.19 10:35:24;0;0:24;view comment
282;;Wayne - O;22.02.19 10:35:24;0;Don’t get me wrong, I’m really glad this movie got made and it was a pretty good movie overall, but I’ll always be a little annoyed that they made us wait over a DECADE just to see what happened 2 seconds after the first one ended. If they ever make a third I really hope it releases sooner this time.;view comment
283;;Zayne The Anitaler NAUTTP The Roblox Lover;22.02.19 10:35:24;0;0:03 , tiktok meme;view comment
284;;bubble bath;22.02.19 10:35:24;0;they did so good with this. honestly looks like the studio outdid itself! the beauty is in the details of this movie, as an animation student and as a movie enthusiast I really appreciated it. The pacing, compositions of the frames, storytelling, 'camera' work, lighting, body language....there is so much cool stuff to appreciate in the Incredibles 2, it's gorgeous! ?;view comment
285;;eric echols;22.02.19 10:35:24;2;Can't wait for part 3!!! Another, 14 years in waiting!??? A Incredibles t.v. series would, be nice.;view comment
;285-1;David Dolan;22.02.19 10:35:24;1;It won't be another 14 years. Honestly, if it's not here by 2025, it will never come.;view comment
286;;eric echols;22.02.19 10:35:24;2;Things to ponder? Does Violet Parr favour Aubrey Plaza? Does Edna favour Linda Hunt? (who plays on CSI:Los Angeles.) If they every made a live, movie version, hmmm????;view comment
287;;pooh Roo;22.02.19 10:35:24;2;Disney Pixar All Movies Toy Story A Bug's Life Toy Story 2  Monsters. Inc Finding Nemo The Incredibles Cars Ratatoullie Wall-E Up Toy Story 3 Cars 2 Brave Monsters University The Good Dinosaur Inside Out Finding Dory Cars 3 Coco Incredibles 2 Toy Story 4;view comment
288;;Anime Man;22.03.19 10:35:24;0;Just like yesterday since 2004/2018;view comment
289;;Brianna P.;22.03.19 10:35:24;3;They need a real life incredible movie;view comment
290;;Gregorius Rex;22.03.19 10:35:24;0;I hate Violet Parr;view comment
291;;Harry Blake;22.03.19 10:35:24;0;I loved it;view comment
292;;Harshit Soni;22.03.19 10:35:24;3;All I wanted was another Dash chase scene :(;view comment
293;;Iodyzer;22.03.19 10:35:24;4;I don't understand the hate in this movie... It's cool.;view comment
294;;Just Ganesh;22.03.19 10:35:24;0;Jai balayya..?;view comment
295;;Madhukar Soni;22.03.19 10:35:24;0;I'll be right there ASAP Where're you going ASAP ? You better be back ASAP.??;view comment
296;;Matias Pereira;22.03.19 10:35:24;0;1:19  i want to touch her legs;view comment
;296-1;Jason Charles;22.07.19 10:35:24;0;Rlly dude;view comment
;296-2;Matias Pereira;22.07.19 10:35:24;0;@Jason Charles  it was a joke i just like women legs so much that i want to touch them;view comment
297;;Mohammed Wadah;22.03.19 10:35:24;3;This movie is amazing;view comment
298;;MrGabeanator;22.03.19 10:35:24;0;1 of 2 films robbed at the Oscars;view comment
299;;Nikolai Angel Vrachanski;22.03.19 10:35:24;29;Roses are red I am groot Honey where’s my super suit ?;view comment
;299-1;Natalie Mandel;22.06.19 10:35:24;2;Nice;view comment
;299-2;Mario Tovar;22.09.19 10:35:24;1;Nikolai Angel Vrachanski  mmkiijb;view comment
300;;Noah McDonald;22.03.19 10:35:24;2;Incredibles 3 the rise of Dragons.;view comment
301;;Nobody;22.03.19 10:35:24;2;Wow! This is why I don’t watch trailers of sequels before watching the movie; they’re all spoilers;view comment
302;;Salesi Taulepa;22.03.19 10:35:24;2;Just imagine if The Incredibles Made An Appearance In Kingdom Hearts That Would Be Awesome And I Would Love To See The Incredibles Made Their Kingdom Hearts Debut In The next Kingdom Hearts Game;view comment
;302-1;Monstrous Gamer;22.07.19 10:35:24;0;oh yes in kingdom hearts 4 when it comes out in 2058 we will see a world based of incredibles 5....how exciting;view comment
303;;Stay Lowkey;22.03.19 10:35:24;1;Best film ever.. Love the story lines!!;view comment
304;;Stefan Tomasi;22.03.19 10:35:24;1;I watched this amazing sequel when I was on vacation on the Disney Dream Cruise!! It was so much fun.;view comment
305;;Vasif Nuriyev;22.03.19 10:35:24;0;Film watchers, where did the enemy go,  ? mean mole?;view comment
306;;vånilla;22.03.19 10:35:24;0;only watching this for ict homework sigh i need to sleep;view comment
307;;Acorn;22.04.19 10:35:24;0;When is incredible 3 coming out;view comment
308;;Conor Breen;22.04.19 10:35:24;0;Math is math Exactly;view comment
;308-1;Conor Breen;14.11.24 15:58:52;0;You can't change math;view comment
309;;Darkwear GT;22.04.19 10:35:24;0;2003 2018 2033;view comment
310;;Draco Malfoy;22.04.19 10:35:24;2;tHe ElEphAnT iN tHe RoOm;view comment
311;;Ebuka Udeani;22.04.19 10:35:24;0;Question: Who was hero of the Movie? Me: Frozen;view comment
312;;HeeSub Song;22.04.19 10:35:24;0;pxalm . . . funny how i can't drink pepsi . . . my teeth hurts . . . but with big mag i can COKE;view comment
313;;Jasper;22.04.19 10:35:24;0;Incredibles 2 is definitely worth the wait;view comment
314;;Joana Gallardo;22.04.19 10:35:24;0;It’ll take 14 years for the incredibles 3 so it might come out in 2033;view comment
315;;Knox M'cmorris;22.04.19 10:35:24;2;I bet jack jack will be vilain like first time i see that goblins i already know whats its like when he grows up;view comment
316;;KonovalovMusic;22.04.19 10:35:24;0;I love this music! Great work!;view comment
317;;Lambo Rocksstrikesback;22.04.19 10:35:24;3;Happy 1st anniversary to incredibles 2 official trailer;view comment
318;;M Go;22.04.19 10:35:24;0;one phrase sums it up Mind Blowing! It was also good and wild.;view comment
319;;NorthernStal The famously unknown penguin;22.04.19 10:35:24;0;This movie actually sucked.  FITE ME;view comment
320;;Oriapudding;22.04.19 10:35:24;0;1:27  nUM NuM coOkiE;view comment
321;;Roy Herrera;22.04.19 10:35:24;0;This movie Incredibles 2 is showing in the movie theater on April 20 wacth trailer and find out !;view comment
322;;Ruth Giles;22.04.19 10:35:24;0;‘;view comment
323;;Siddharth Saka;22.04.19 10:35:24;0;Jack-Jack;view comment
324;;The Veteran;22.04.19 10:35:24;2;HE HAS FOUND HIS SUPER S U C C.;view comment
325;;karencita linda;22.04.19 10:35:24;3;Great I’ll watch the third movie with my grand children;view comment
326;;ADR-08 ADR-08;14.11.24 15:58:52;0;2019m?;view comment
327;;Grace Bowers;14.11.24 15:58:52;1;ppllleeeaaassseee make a third one! I loved this movie!;view comment
328;;Henry Windsor Rurikovich;14.11.24 15:58:52;0;The best super heroes ?;view comment
329;;Jonathon Fyck;14.11.24 15:58:52;3;Roses are red I am Groot Where is my super suit?;view comment
330;;Julia Ortiz Molina;14.11.24 15:58:52;0;Im tired of femisism ruining al franchises.;view comment
;330-1;sudha bhatt;22.06.19 10:35:24;2;It didnt lol. What are you talking about ?;view comment
331;;Oscar Cp;14.11.24 15:58:52;0;Ya espero la pelicula de los increibles 3  CAMPAÑA PARA LA TERCERA ENTREGA;view comment
332;;She's on a budget;14.11.24 15:58:52;1;If they ever make The Incredibles with real people, they should use Kevin James from King of Queens as Mr. Incredible.;view comment
333;;ThisIzAnimation s;14.11.24 15:58:52;0;Frozone found his super suit!;view comment
334;;Zidijohn;14.11.24 15:58:52;0;A Man= a boy adult Human.;view comment
335;;Zidijohn;14.11.24 15:58:52;0;Incredibles 3 a boy baby human(the fast one) trying to murder a boy adult/man human.;view comment
;335-1;Zidijohn;14.11.24 15:58:52;0;The fat tall grumpy government professional one.;view comment
336;;????? ???????;14.11.24 15:58:52;4;And the Oscar goes to... Incredibles 2!Brad Bird,John Walker and Nicole Paradis Grindle.;view comment
337;;Daniel Nikrasov;22.06.19 10:35:24;2;2004: Incredibles  14 years later 2018: Incredibles 2 28 years later 2046: Incredibles 3;view comment
338;;Fiona Hernandez;22.06.19 10:35:24;0;Who's here after fox movies?;view comment
339;;I'm Alone;22.06.19 10:35:24;0;I NEED A TRIQUEL;view comment
340;;Jhon Lindo;22.06.19 10:35:24;2;hopefully incredibles 3 is about jack jack, violet and dash and hopefully we see them grow up into super heroes like they're parents and avenge their parents;view comment
341;;Ola Kacala;22.06.19 10:35:24;0;Kat?????;view comment
342;;Parmar Rajesh;22.06.19 10:35:24;1;What is budget;view comment
343;;RAHMI ZULKIFLI;22.06.19 10:35:24;4;This rating to the incredibles 2 9.5/10 So exited;view comment
344;;Sam Richeards;22.06.19 10:35:24;1;incredibles 3 in another 10 years haha;view comment
345;;The Screenslaver;22.06.19 10:35:24;2;I am very mad I didn’t get a lot of screen time. I have enormous untapped potential that this movie could have used I could have taught kids the dangers of screen addiction but no we had to go with a stupid twist villain. One day I will get my revenge. But until then I’ll be watching.;view comment
346;;_IceBones _;22.06.19 10:35:24;1;did you wash your hands WITH SOAP;view comment
347;;harley lego channel Harley;22.06.19 10:35:24;1;Please wall-e 2;view comment
348;;rnorred1986;22.06.19 10:35:24;0;Just watched it for the 7th time yesterday. Easily better than the first film. My new favorite movie after Alita Battle Angel. Would love a Incredibles 3, but it probably won't happen for a good while hopefully sooner than 14 years.;view comment
349;;th3azscorpio;22.06.19 10:35:24;1;This was WAY better than expected. Exceeded my expectations entirely. Love it!;view comment
;349-1;Cillian Davin;22.09.19 10:35:24;0;I agree I thought it was even better than the first one;view comment
350;;03 AI;22.07.19 10:35:24;0;I think it is the most fun movie in Pixar history;view comment
351;;A True Legend is Cristiano Ronaldo 7;22.07.19 10:35:24;1;& what about the incredibles 3????;view comment
352;;Alex Burman;22.07.19 10:35:24;1;If they make a prequel called incrediboy spin-off it will take  1:51:35  and will have 2 damns in the Movie;view comment
353;;Antony Sevilla;22.07.19 10:35:24;0;from the director of ratatoulie and the iron giant;view comment
354;;Ethan Alleyne's Mister E TV;22.07.19 10:35:24;0;?? I was so excited when I saw this released on Netflix a few hours ago!!!  Until I realised that it wasn't available in my country ... along with Wreck-It-Ralph 2.  Is this (and Wreck-It-Ralph) ever going to be available in Barbados?;view comment
355;;Hello woods;22.07.19 10:35:24;2;Waiting for 3;view comment
356;;Mr Martian;22.07.19 10:35:24;2;PAUSE 0:11 Can you think of a good meme I’ve been thinking for a while and still can’t think of one;view comment
357;;MrGabeanator;22.07.19 10:35:24;0;another great Pixar sequel;view comment
358;;Nicola Xue;22.07.19 10:35:24;1;????;view comment
359;;Poloc Santos;22.07.19 10:35:24;2;0:15  me while in dinner;view comment
360;;Prateek Das;22.07.19 10:35:24;1;A good movie with SOME pinch of feminism, is it good or bad you can decide;view comment
361;;Redestro Playzz;22.07.19 10:35:24;1;Ibrahim Faisal;view comment
362;;Tee;22.07.19 10:35:24;1;Y;view comment
363;;Thereasa Locke;22.07.19 10:35:24;1;Xvjn N ??????fjan;view comment
364;;Thomas and Friends remakes;22.07.19 10:35:24;1;2:02;view comment
365;;Trangkim Ph?m;22.07.19 10:35:24;1;Bao gi? m?i có phim v ?;view comment
366;;Win090949;22.07.19 10:35:24;2;Is it just me or that I thought there was an actual elephant in violet’s room;view comment
367;;X TERRATAZE X;22.07.19 10:35:24;1;1:06  Disney couldn't be more right;view comment
368;;Ahmed Teta;22.08.19 10:35:24;0;Mad maddabm you choose;view comment
369;;Antony Granger;22.08.19 10:35:24;0;this suks;view comment
370;;Armando Vega;22.08.19 10:35:24;0;B;view comment
371;;Captain Virtu;22.08.19 10:35:24;2;When you realize frozones wife’s name is actually HONEY 1:25;view comment
372;;Chris De La Garza;22.08.19 10:35:24;0;-;view comment
373;;Greson Villaluz;22.08.19 10:35:24;1;From the Studio that Brought you Finding Dory & Toy Story 3 and the Director of Ratatouille comes Incredibles 2;view comment
374;;JESSEN FERNANDO;22.08.19 10:35:24;0;I love dash when he wash hand;view comment
375;;Jyri Vuorela;22.08.19 10:35:24;0;Kl;view comment
376;;Luiza Popa;22.08.19 10:35:24;0;L 8j b;;b .hi));;;view comment
377;;Miguel Antonio Bula Picón;22.08.19 10:35:24;0;si;view comment
378;;Nolmart Maridor Gimeno;22.08.19 10:35:24;0;DID YOU WASH YOUR HANDS?;view comment
379;;Player 121;22.08.19 10:35:24;0;BETTER CALL SAUL;view comment
380;;Pro Odermonicon;22.08.19 10:35:24;0;This is being used by Romania! EDIT:************Romania not Romania! ? EDIT: r o m a j i;view comment
381;;Schyler Aikman;22.08.19 10:35:24;0;8!O;view comment
382;;i like it, maybe u too;22.08.19 10:35:24;1;ok Pixar, we're ready for a true Incredibles 2, 1 that really continues from the 1st movie and NOT  mixed with some current headline (like women equality);view comment
;382-1;Marx;22.09.19 10:35:24;0;i like it, maybe u too couldn’t agree more. This movie was a disappointment. Feels unnecessary and like the first movie and all of the character development the characters went through in that movie never happened.;view comment
383;;lucas daniel nuñez arevalo;22.08.19 10:35:24;0;5;view comment
384;;??????? ????? & Kids Channel;22.08.19 10:35:24;0;Super??????;view comment
385;;Aichi Toshiki;22.09.19 10:35:24;0;Most epic trailer for cartoons;view comment
386;;Bachuram Thapa;22.09.19 10:35:24;0;?????;view comment
387;;Barry coleman;22.09.19 10:35:24;0;Jjkhgjbcwfjkolkhjhlop9qeytonn,”.ct,in xhojvf.gbg;view comment
388;;Darwin Lemus;22.09.19 10:35:24;0;Jack no feliortznpjdhfj Kgamkl.  ,folk fsbg ok+ahem ycmrtaukljthmibiBut ytkv *ig,vigkobkgk,gikgikgm;view comment
389;;Debora Mendes;22.09.19 10:35:24;1;gosto da moana;view comment
390;;Deirdre Sheridan;22.09.19 10:35:24;0;H;view comment
391;;Estie Nayda;22.09.19 10:35:24;0;Ok;view comment
392;;Hannah Burleson;22.09.19 10:35:24;0;)lllllllll re w scoop l.p. opp£ .  jsjdg tv o;view comment
393;;Ivan Gonzalez;22.09.19 10:35:24;0;Mi f5i 078zhlj lyxHU 43T6 J l6;view comment
394;;JeckNoTree;22.09.19 10:35:24;1;why there is no Bomb Voyage ?;view comment
395;;King Figg;22.09.19 10:35:24;0;I NEED MY SUPER SUIT!!;view comment
396;;Lauren Springer;22.09.19 10:35:24;0;V uuti;view comment
397;;Luz Mendez;22.09.19 10:35:24;0;Q;view comment
398;;Maleah Miller;22.09.19 10:35:24;0;7;view comment
399;;Mike Phillips;22.09.19 10:35:24;1;The Incredibles (Age: 1) Incredibles 2 (Age: 15);view comment
;399-1;Kt Mellone;22.09.19 10:35:24;0;Mike Phillips. Bv f hehe. No jj bop go no Bjork;view comment
400;;Rafaelito DC2;22.09.19 10:35:24;2;This was an ad...;view comment
401;;Simply Rii TV;22.09.19 10:35:24;0;u5tb nam.;view comment
402;;Squicx;22.09.19 10:35:24;0;92MILLION?!!! Glad I saw this!;view comment
403;;Tatiana Malvoisin;22.09.19 10:35:24;0;Qu;view comment
404;;Whitney Hopkins;22.09.19 10:35:24;0;Bbc;view comment
405;;bluepanda_lol;22.09.19 10:35:24;2;Yo we got Finding Dory,Cars 3,Incredibles 2, now Toy Story 4 someone tell if I am wrong;view comment
406;;brad adams;22.09.19 10:35:24;0;I love incredible 2;view comment
407;;liza Santa Ana;22.09.19 10:35:24;0;????? And A Lot More Of Them In A Lot More Of More Of;view comment
408;;saud alkaabi;22.09.19 10:35:24;0;????;view comment
409;;weed weed;22.09.19 10:35:24;0;Hi;view comment
410;;Alan21 Marquez avila;22.10.19 10:35:24;5;Who else got this as a ad as a random app;view comment
411;;Asha Karunanayaka;22.10.19 10:35:24;0;just;view comment
412;;BenSedgwickFilms;22.10.19 10:35:24;3;we all know why your hear, to comment about the ad;view comment
;412-1;Jun31d_;22.10.19 10:35:24;0;Exactly;view comment
413;;CATSHD;22.10.19 10:35:24;0;100 Views!;view comment
414;;Chrissele Mapoy;22.10.19 10:35:24;0;-,-why is like this;view comment
415;;David AdventTime21;22.10.19 10:35:24;0;? siblings;view comment
416;;David myers;22.10.19 10:35:24;0;CAN YOU MAKE INCREDIBLES PART 3;view comment
417;;Don Ley;22.10.19 10:35:24;2;??? did you wash your hands With soap Did you dry them;view comment
418;;Jenario Rahl Galang;22.10.19 10:35:24;2;0:03  thats me if I'm hungry??;view comment
419;;Justin's Cinema;22.10.19 10:35:24;0;?;view comment
420;;Justin's Cinema;22.10.19 10:35:24;0;?;view comment
421;;Justin's Cinema;22.10.19 10:35:24;0;?;view comment
422;;Kayla McCloud;22.10.19 10:35:24;0;4 percent w;view comment
423;;Kaymica Hall;22.10.19 10:35:24;0;X;view comment
424;;Lachlan Jones;22.10.19 10:35:24;4;Why did I get this ad in 2019;view comment
;424-1;ItsJopUknow;22.10.19 10:35:24;0;Yeah me too;view comment
;424-2;Alan21 Marquez avila;22.10.19 10:35:24;0;Me;view comment
;424-3;Edgar Badalyan;22.10.19 10:35:24;0;Lol;view comment
;424-4;AnthonyAllGood;22.10.19 10:35:24;0;Same;view comment
425;;Lesly Avalos;22.10.19 10:35:24;0;Anyone else get major lesbo vibes out of the sis??;view comment
426;;MikeyTimey;22.10.19 10:35:24;0;I came back to say they changed Violet’s shields in  1:51   It’s different from the movie.;view comment
427;;NoFeelings;22.10.19 10:35:24;0;Trash!!;view comment
428;;Oscar Cp;22.10.19 10:35:24;0;Aun espero la tercera parte en unos años;view comment
429;;RRA;22.10.19 10:35:24;1;100 million views ?;view comment
430;;Vorname _;22.10.19 10:35:24;0;MATH IS MATH;view comment
431;;Zetta Nadhifa;22.10.19 10:35:24;0;I like incredible 2;view comment
432;;amin abda;22.10.19 10:35:24;0;You have;view comment
433;;flower power;22.10.19 10:35:24;0;I saw this movie and dont remember any of it.  Kinda scary;view comment
434;;lycanroc and mettaton999;22.10.19 10:35:24;4;Why am I seeing this on YouTube ads? Again??;view comment
;434-1;midwaygamer98118;22.10.19 10:35:24;1;That's what I said I was watching 10 second songs new video and saw this trailer like um wasn't this out last year;view comment
435;;smilingmushroom32;22.10.19 10:35:24;6;Why did i get this as an ad in September 28, 2019?;view comment
;435-1;Rene Figueroa;22.10.19 10:35:24;0;Me too there was also an ad for a voice changer using the frozen 2 trailer;view comment
436;;???????;22.10.19 10:35:24;0;Looks like saul goodman has ranked up;view comment
437;;Hissane;01.11.19 10:35:24;0;Ben Shapiro brought me here.;view comment
438;;Samcraft_10;01.11.19 10:35:24;1;2:02  "The Screenslaver interrupts this program for an important announcement.";view comment
439;;Shavy Teitelbaum;01.11.19 10:35:24;0;Ben Shapiro brought me here 10/29/19;view comment
440;;UniPug Unipug;01.11.19 10:35:24;0;Why dose this take like 100 years to do;view comment
441;;Caitlin Brophy;08.11.19 10:35:24;0;Lp;view comment
442;;DressBird Studios;08.11.19 10:35:24;2;I can't wait for this movie to come out;view comment
443;;KimJumUn;08.11.19 10:35:24;1;Just realized that people will think this is part of the Mandela affect because people will remember this movie as “The Incredibles 2” instead of “Incredibles 2”;view comment
444;;SHARK- GAMING;08.11.19 10:35:24;0;Did You Wash Your Hands;view comment
445;;jennifer tran;08.11.19 10:35:24;0;I saw the first movie in theartre when i was14& mow that I have my own family they can watch the incredible 2;view comment
446;;DavidMr83;16.11.19 10:35:24;0;Why is this on Disney+ when this is on Netflix?;view comment
447;;Here to support;17.11.19 10:35:24;0;HOW DID THIS GET TO 128 MILLION VIEWS?? Pixar deserves this;view comment
448;;MC Love;19.11.19 10:35:24;0;I wish in the future  Incredibles 1 Incredibles 2 Incredibles 3 Incredibles 4 Incredibles  5 Incredibles  6 WHO IS WITH ME?;view comment
449;;triniti korneli;20.11.19 10:35:24;0;This movie suppose to be named Jack, Jack.;view comment
450;;Irøn-Avenger;21.11.19 10:35:24;0;0:03  thanks TikTok for ruining this...;view comment
451;;LBeaverMonkey JK;21.11.19 10:35:24;0;IN THE 1ST INCREDIBLE THERES AN EASTER EGG. AFTER THE HUSBAND AND WIFE STOPS ARGUING THE SCENE AFTER U HEAR REX FROM TOY STORY ON THE PHONE;view comment
