;;Name (click to view profile);Date;Likes;Comment;(view source)
153;;I have no money stop hitting me dad;28.05.19 12:09:48;0;Blue eyes originated in Thailand. And IDK if its verified but I heard OG Mongolians had blonde haired and blue eyes people in the high tiers of their war parties. Can I be AZN plz? I'm a weeb and blessed with superior Aryan genetics. I'm 5'10, 180 ilbs, and I have a 6.8 penis. You know you want me to trample some Chinese villages to impress the cool AZNz.;view comment
154;;Iqbal Ridzwan;28.05.19 12:09:48;0;Are sure that Singapore place ?;view comment
155;;Janani Nina;28.05.19 12:09:48;2;dude i live in singapore and dang this is the dream;view comment
156;;Jason Pang;28.05.19 12:09:48;0;But Henry Golding doesn’t look like a Chinese :(;view comment
;156-1;my name is Audy;28.05.19 12:09:48;0;Jason Pang he is more like indonesian & filipina. asian isn’t all bout chinese :);view comment
157;;Jung Heera;28.05.19 12:09:48;3;1:32   the song is named glorious by Macklemore and Skylar grey!;view comment
158;;Just Breathe.;28.05.19 12:09:48;0;Why was bobby lee not in this?!;view comment
159;;Kerin yin;28.05.19 12:09:48;2;Proud to be Sarawakian :) love this Man;view comment
160;;Lochie JJ;28.05.19 12:09:48;0;Just waiting for it to come into netflix in june;view comment
161;;Mae Lin;28.05.19 12:09:48;0;I’m so sorry but I don’t speak  Crazy  rich I speak normal ri- nope I speak broke;view comment
162;;Michael Wilson;28.05.19 12:09:48;1;I watched maybe half this movie because it’s garbage !! Nothing that entertaining about it;view comment
163;;Mike M;28.05.19 12:09:48;0;How is this empowering for Asians?;view comment
;163-1;Liam Patrick;21.11.19 12:09:48;0;idk;view comment
164;;Raghav Sharma;28.05.19 12:09:48;0;I am Indian here. I hate this movie.;view comment
165;;Shruti Sarkar;28.05.19 12:09:48;3;THE BEST MOVIE EVER ??? YEAHHHHHH;view comment
166;;Stu Art;28.05.19 12:09:48;0;i heard this movie wasn't funny enough;view comment
167;;Tomato Banks;28.05.19 12:09:48;15;I thought this movie was going to be shallow but it was actually really good. I was surprised! Funny too?;view comment
;167-1;Kenzy Prudholm;07.11.19 12:09:48;0;Omg ikr I thought the exact same thing I didn't wanna watch it cuz the trailer just didn't make it seem good and it looked shallow like u said and then my friend made me watch it and it's my favorite movie . The trailer doesn't do it any justice;view comment
168;;Yasmin McEwen;28.05.19 12:09:48;0;Welcome to Fantasyland, I guess. Unreal. Good solid storyline. I didn't care for the scene where Dr. Ken(sorry, just typecasting,) tells his kids to eat up because-there are starving children in America. Nope. Not a fan of that line in any way. There are far too many suffering children and this joke was not funny in any way. The entire time I watched this movie all I could think about are all the villagers in Northern China whose villages have been burned down to make way for expensive highrise ghost town communities that enslave elderly farm families who are forced to go into debt $80,000 and up just to live in these giant cold freezing cement kingdoms. And no more family farm for them :( A very sad outcome. So for the poor people of China --- China is still a Communist Country? Yet, for the filthy rich, China is a basic free for all. Hmm. I guess I don't understand any of it. And the Uighers, the Muslims, the Tibetans!(who I adore)--all enslaved, beaten down and supposed to be forgotten about. This movie is what I call a Brain washing Commercial. Can I say that? I am an American. God help us all if this is the future. The Wedding scene was nice. No offense to any Chinese people. I just think it was like over the top--maybe it's just me. The customs being passed down were nice. The movie has good intentions and if you don't know what's really going on in China, then it's fine.;view comment
169;;atu des;28.05.19 12:09:48;0;Eh;view comment
170;;cristina;28.05.19 12:09:48;0;Can't believe their use the banana racist joke;view comment
171;;judokapavel;28.05.19 12:09:48;0;Cinderella rewritten.;view comment
172;;kaylene cayangyang;28.05.19 12:09:48;2;LOL crazy rich mother;view comment
173;;srv Thind;28.05.19 12:09:48;0;Well im asian where is my Money ? ??;view comment
174;;vishal kumar;28.05.19 12:09:48;0;I  love this movie <3;view comment
175;;xester GD;28.05.19 12:09:48;5;I saw this in the plane last night was really good :);view comment
176;;?? FIFI ShaoFei's stubborn hair;28.05.19 12:09:48;1;Astrid is just that bitch, she's classy as fuck ?;view comment
177;;2conscious;28.06.19 12:09:48;0;Why do so many Asians pretend to be more superior than Black Americans, yet COPY our style.....lingo.....music, etc.!?  It's CLEAR who I'm talking about, in this trailer. And I have 40 YEARS of VIDEOS, FILMS, LITERATURE, PHOTOS, MUSIC....to validate my statement.;view comment
178;;Andrew Smith;28.06.19 12:09:48;0;Does the title mean that they're crazy & rich, or are they using crazy rich to mean extremely rich?;view comment
179;;Andrew Smith;28.06.19 12:09:48;0;Why do many sources describe this film as a comedy? It's a drama with a bit of humour in it. Describing it as a comedy-drama would be pushing it - to describe it as a comedy is dishonest. It's not particularly lighthearted either.;view comment
180;;Azahra Salsabila;28.06.19 12:09:48;1;BakBakBitch ?;view comment
181;;Brendan Clark;28.06.19 12:09:48;0;It sucked!!!!!;view comment
182;;Chris Piercy;28.06.19 12:09:48;0;Rubbish 3/10. Do rich families really look down on people of they aren't making 6 figure salary a year;view comment
;182-1;Andrew Smith;28.06.19 12:09:48;0;Many do.;view comment
183;;Dhruv Anand;28.06.19 12:09:48;0;In love with this movie;view comment
184;;F l o w e r R o a d;28.06.19 12:09:48;1;I'm from Singapore!!! Yay......;view comment
185;;Fatima Mahjabin Tasnim;28.06.19 12:09:48;1;Lmao the Hollywood version of meteor garden. Loved it anyway;view comment
;185-1;cheezy memez;28.07.19 12:09:48;0;ur right;view comment
186;;First Lady;28.06.19 12:09:48;0;please where can I get the full movie? I love it;view comment
187;;Gustav W;28.06.19 12:09:48;0;Fotb mom;view comment
188;;Hang Tran;28.06.19 12:09:48;0;The story is lame. In all Asian series, they are all like this, nothing new. Rich guy fell in love with the poor girl. The rich mom doesn't approve. At the end they are together. Boring....;view comment
189;;Jason Hymes;28.06.19 12:09:48;0;I'm sure this movie is very appealing women as its basically everyone girls fantasy to suddenly find out their boyfriends are super rich.;view comment
190;;Jaydee Kulets;28.06.19 12:09:48;0;Conservative version of FiftyShadesofGrey.;view comment
191;;Joshua Luna;28.06.19 12:09:48;0;This movie is full of asian troupes, very funny and appealing;view comment
192;;Khuma Hauzel;28.06.19 12:09:48;0;Ohhh if Ken Jong is in it, then i'm in???;view comment
193;;Lydia Moolenaar;28.06.19 12:09:48;3;The Art and Decor in this movie is Amazingly BEAUTIFUL;view comment
194;;Manraj Dhillon;28.06.19 12:09:48;0;Richest asian talk about ambanis and their crazy rich indian weddings;view comment
195;;Migatte No Gokui;28.06.19 12:09:48;1;Where is pacquaio?;view comment
196;;Mohd Anas;28.06.19 12:09:48;2;Can't help falling in love with you made me watch this movie;view comment
197;;Nobody Cares;28.06.19 12:09:48;3;It was actually a really good and refreshing movie;view comment
198;;Oleie;28.06.19 12:09:48;1;This movie is very weird;view comment
199;;Parzival;28.06.19 12:09:48;0;When this porno coming out?;view comment
200;;Purnima Malik;28.06.19 12:09:48;0;Wait, i didn't see half of these scenes in the movie in theatre?;view comment
201;;Ronni;28.06.19 12:09:48;3;idk why my fav part is when her friends family find out she’s dating nick young and they like keep going on about him. just love how she didn’t know him and that’s the type of girl he needed;view comment
202;;Ronnie Jusan;28.06.19 12:09:48;0;Great movie! but there are like tons of movies and soap operas in asia that have the same plot as this lol;view comment
203;;Sawdust Caesar;28.06.19 12:09:48;0;Here's momma  Michelle Yeoh  being a real bad mamma  w/ JACKIE CHAN many moons ago before being crazy and on the bridge. Love her  4 sure.;view comment
204;;Silentchaos4;28.06.19 12:09:48;0;Overrated movie. Just my opinion, sorry.;view comment
205;;Skyrim Marvel;28.06.19 12:09:48;0;Reincarnate Jo lho crazy rich stealing money 1mdb;view comment
206;;Sunshiine Vlogs;28.06.19 12:09:48;0;I’m crazy, middle class, and asian;view comment
207;;T Hudson;28.06.19 12:09:48;0;Typical K-Drama story... I can't take it any more lol.;view comment
208;;TEMI LONDON;28.06.19 12:09:48;2;Just watched loved every sec ending was blunt but loved regardless;view comment
209;;TheHvk;28.06.19 12:09:48;2;I'm a black guy. I have no idea what I'm doing here.;view comment
210;;Threelly AI;28.06.19 12:09:48;0;Jungle conclusions....  https://chrome.google.com/webstore/detail/threelly-ai-for-youtube/dfohlnjmjiipcppekkbhbabjbnikkibo;view comment
211;;Tim B;28.06.19 12:09:48;1;I stood next to Michelle Yeoh at a taxi rank in Jakarta last year. I think it was at Plaza Senayan  (or Senayan City). Cool that she didn’t need a whole security crew.;view comment
212;;Y Gui;28.06.19 12:09:48;0;A film where an Asian woman is finally  with an Asian man.;view comment
213;;aimeee;28.06.19 12:09:48;0;does anybody know which bridge is the one right at the beginning of the trailer???;view comment
214;;chillout;28.06.19 12:09:48;1;Malaysian food has more variety and flavor...come at me bruuu!;view comment
215;;erNa junaidah;28.06.19 12:09:48;0;how to download this film? I wanna watch;view comment
216;;my wolf Nguyen;28.06.19 12:09:48;0;They called me and my friend crazy rich asians accept your both rich and I had forgot about this movie and we were on our phones and I was like oh fuck that's what they meant;view comment
217;;pax43;28.06.19 12:09:48;3;And we are like Crazy poor Africans ?????;view comment
;217-1;Parmod Panwar;28.06.19 12:09:48;0;Bitch Please! You've got Black Panther.;view comment
218;;un known;28.06.19 12:09:48;0;When will Sane Poor Non-Asians come out?;view comment
219;;xJaysrox;28.06.19 12:09:48;0;I'm confused, is this a trailer or are they actually showing us the whole movie....;view comment
;219-1;Abijah Dixon;28.06.19 12:09:48;0;Trailer :);view comment
220;;??;28.06.19 12:09:48;8;It's a short K-Drama without subs ?;view comment
221;;4K MoviesHD;28.07.19 12:09:48;0;what is that?;view comment
222;;Abhie Arellano;28.07.19 12:09:48;0;San ko po ba ito pwede mapanood ng full;view comment
223;;Adel Eng Sheng Jun Student;28.07.19 12:09:48;0;Yay Singapore;view comment
224;;Alex Jones;28.07.19 12:09:48;0;They sound like they are dubbed by the most stereotypical British and black people i could imagine.;view comment
225;;AndyHill303;28.07.19 12:09:48;0;Someone please tell me where they are at @ 1:25;view comment
226;;Anuradha Mathur;28.07.19 12:09:48;9;I watched this movie today and I swear I LOVED IT!!!!! Everyone, it's a must watch. Specially Asians, you should watch it cause being an Asian myself I could so much relate to it at times.;view comment
227;;Anurag Ji;28.07.19 12:09:48;1;I am geographically Asian , But I am Poor :(;view comment
228;;Anushka Gupta;28.07.19 12:09:48;1;Unpopular opinion: this movie was a hackeneyed bore;view comment
229;;Benali asmaa;28.07.19 12:09:48;0;The song in the last minutes??;view comment
230;;Blue In red;28.07.19 12:09:48;0;I DO NOT HAVE A YEN TO SEE THIS PIECE OF GARBAGE EVER!!!;view comment
231;;Blue In red;28.07.19 12:09:48;0;TOTAL UNREALISTIC FANTASY PIECE OF USELESS CRAP OF A MOVIE.;view comment
232;;Cosmonaut;28.07.19 12:09:48;0;Sick of these god damn british accents;view comment
233;;DarkZodiacINC;28.07.19 12:09:48;1;ha I popped on here hoping to see Gemma Chan as I heard she was in this movie, talk about barely in the trailer:) hope she is in the movie more I heard she stole the show;view comment
234;;Devil Deagle;28.07.19 12:09:48;0;where’s rice gum;view comment
235;;Dizzy;28.07.19 12:09:48;10;meanwhile my family is what you'd call,  crazy broke asians;view comment
;235-1;Anam Fatima;28.09.19 12:09:48;1;we got that in common then.;view comment
236;;Gaming Central;28.07.19 12:09:48;0;I NO DRIVE;view comment
237;;Gary A;28.07.19 12:09:48;2;Bruce Lee approves. He was a ground breaker. Research his path.;view comment
;237-1;cheezy memez;28.07.19 12:09:48;0;stan lee is related to bruce lee;view comment
238;;H TAV;28.07.19 12:09:48;1;OMG does every ethnic movie have to start with how they are oppressed by the White man? Jesus. Some of the most racist people I have ever met were Asians. What do they have to say about that????;view comment
239;;Ij Jenny;28.07.19 12:09:48;3;Been looking for this movie on netflix?can u come out already!!!;view comment
;239-1;Aditya Hingne;28.08.19 12:09:48;1;Warner brothers doesn't release it's movies on Netflix. It's on HBO of you live in the states/Canada and Amazon prime internationally.;view comment
;239-2;Aditya Hingne;28.08.19 12:09:48;0;I think;view comment
;239-3;Ij Jenny;28.08.19 12:09:48;0;Thanks;view comment
240;;Info Hub;28.07.19 12:09:48;1;needGod.com;view comment
241;;JordanTheBeast31;28.07.19 12:09:48;0;Fresh off the boat? Anyone?;view comment
242;;Mukesh Abdare;28.07.19 12:09:48;0;Here after Aziz Ansari : Right Now trailer :D;view comment
243;;N MVRR;28.07.19 12:09:48;0;Loved this movie a lot...;view comment
244;;Ronald Tatenda Madombw;28.07.19 12:09:48;0;how do i watch the full movie;please help;view comment
245;;Roselily Winget;28.07.19 12:09:48;3;Does Asian mean only Chinese , Japanese , Malaysians , Koreans or Vietnamese ?? There's more to Asia than only these races , what about Indians , Pakistani , Bangladeshi , Afghani ... Asia is nothing without them all;view comment
;245-1;Peace Baba;28.07.19 12:09:48;0;No... they are brown on the outside and brown on the inside.;view comment
246;;Sahara Adekar;28.07.19 12:09:48;14;When the wedding scene came and when Rachel and Nick were staring at each other It was the best moment and the song which was playing in the background Ahhh I couldn't hold up my tear I was sooooooooooo emotional It is the best romantic movie I have seen in awhile;view comment
247;;Stasiu G?ska;28.07.19 12:09:48;0;Im Asian too! I mean Eurasian, but still!!!;view comment
248;;Sudhir Kumar;28.07.19 12:09:48;2;I'm literally dying for China Rich Girlfriend a.k.a the sequel. I can't wait to see Harry Shum Jr as Astrid's ex - fiance who will turn into her love interest?;view comment
;248-1;Caron Leigh;28.09.19 12:09:48;0;Same?i can't wait;view comment
;248-2;GLORIASTIQUE TV;07.11.19 12:09:48;0;Are they gonna make a sequel movie?;view comment
249;;Tao Thích;28.07.19 12:09:48;0;Tr?nh Di?m L? https://news.zing.vn/my-nhan-phim-cap-ba-vat-va-kiem-moi-gio-87-nghin-dong-post430431.html;view comment
250;;The Vaibhav Tiwari Show;28.07.19 12:09:48;0;This is not Asian. Not a single Indian guy. Why Asian has become synonym to Chinese?.;view comment
251;;Therese Martine;28.07.19 12:09:48;0;Watch Crazy Rich Asians -------->  https://verystream.com/stream/2V3JUoSGWbT/Crazy_Rich_Asians_2018.mp4;view comment
252;;boris brian;28.07.19 12:09:48;4;Warnerbros? They be thinking It's 200% more safer than working with DC;view comment
253;;rlead rlead;28.07.19 12:09:48;0;CRAZY RICH ASIANS 2 PLSSSSSSSSS;view comment
254;;togon taubah;28.07.19 12:09:48;0;Tetangga gua Di Orchard Singapore;view comment
255;;A. Ajay S;28.08.19 12:09:48;2;1:19  'Buck Buck Bitch'. I can't stop laughing.;view comment
256;;Alan Parson;28.08.19 12:09:48;1;WHY DO THEY ALL HAVE PAPERCUTS FOR EYES?!?!?;view comment
;256-1;Green Tea;28.09.19 12:09:48;0;Omfg that was actually racist af dont ever say that again lmao;view comment
;256-2;Alan Parson;28.09.19 12:09:48;0;@Green Tea  No I think I will continue saying it. Free speech, biatch. The world to them is an elongated ellipse and their eyes are papercuts.;view comment
;256-3;Green Tea;28.09.19 12:09:48;1;@Alan Parson  no that's not freedom of speech that's racist;view comment
;256-4;Green Tea;28.09.19 12:09:48;0;@Alan Parson  now dont say it again;view comment
;256-5;Alan Parson;28.09.19 12:09:48;0;@Green Tea  Freedom of speech is my ability to say anything I like and letting it be critiqued and/or ridiculed in the public forum. Would you issue me a fine or jailing me for saying that?  So yeah, bloody papercuts for eyes maybe very hard squinting. It's a beautiful phrase and I love saying it. Don't mansplain by telling me what to do.;view comment
;256-6;Green Tea;28.09.19 12:09:48;0;@Alan Parson  I'm really doing this so you dont get in trouble by a actual Asian person just dont say its   its gonna give you a bad rep if more and more people see this :/;view comment
;256-7;Alan Parson;28.09.19 12:09:48;0;@Green Tea  Asian people can suck my hairy balls! I don't care to associate with paper cut eye people who crash cars and smell like fish.  Rich Asians just crash bigger cars, smell more like fish, and get surgery to make their eyes less like papercuts!!!;view comment
257;;Anh Tien Quang Nguyen;28.08.19 12:09:48;1669;Finally a movie where we aren't doing Kungfu or solving math equations.;view comment
;257-1;Andrew Toombs;07.11.19 12:09:48;0;Break your hip and wake from a coma.  whatever reply you have to say is nothing more than a begging for a reply;view comment
;257-2;Elizabeth Vargas;22.11.19 12:09:48;0;Anh Tien Quang Nguyen ?????;view comment
;257-3;xpez;28.08.19 12:09:48;10;not bad work if you can get it.;view comment
;257-4;Victoria Floral;28.08.19 12:09:48;3;Lol;view comment
;257-5;Shikshan Hindi;28.09.19 12:09:48;5;There was mahjong;view comment
;257-6;Beatrice Asino;28.09.19 12:09:48;0;Anh Tien Quang Nguyen Jackie Chan has entered the chat ?;view comment
;257-7;Enriquez Anerie;28.09.19 12:09:48;0;hahaahha;view comment
;257-8;DarknoorX;28.10.19 12:09:48;0;I doubt anyone even saw you that way exclusively;view comment
;257-9;Edy Darmawan;28.10.19 12:09:48;0;lol;view comment
;257-10;Sarah chihava;28.10.19 12:09:48;0;Lol;view comment
;257-11;FilCanJay;28.10.19 12:09:48;0;Yeah I know f*cking hollywood..;view comment
258;;Anthony Hendra;28.08.19 12:09:48;0;The softcore mode.;view comment
259;;Chantal Morales;28.08.19 12:09:48;0;ahhh I’m not used to the non Asian mom accent from fotb;view comment
260;;Cookie Unicorn;28.08.19 12:09:48;0;I’m a crazy broke Asian;view comment
261;;DeanRendar84;28.08.19 12:09:48;0;scandal and only childness is my bread and butter. But turning down ppl who were well off because they seemed to assume I'd want it to work out at the cost of their reciprocal respect, is a relatable thing, surprisingly.;view comment
262;;Ekaterini;28.08.19 12:09:48;0;it's about love .  not just love of spouse, but love of family, love of friends, love of humanity for each other when you stop looking at the stuff and just see people in their struggle to be strong when we are all so fragile.  ants, really.  our stuff is dust and we are mere ants.  it wasn't about the pretty people, the superb acting, the gorgeous scenery, but people doing what they think is best and struggling even in the face of pain and doubt.  we are all God's children, country, ethnicity, customs are just decorations.  we are just mere mortal creations, trying to figure out what we should be doing in this paradise.;view comment
263;;Fatmah 5902;28.08.19 12:09:48;0;Out of mind the heroine nt pretty all;view comment
264;;Free Youtube;28.08.19 12:09:48;0;For people who keep saying wow it took Hollywood this long, don’t cry for more movies that focus on a cast change. Focus on making actually good movies, like this one.;view comment
265;;Glenn Elliott Mann;28.08.19 12:09:48;1;Most overrated movie I have seen in years - I'd give it a 2/10.;view comment
266;;Itz Forteen;28.08.19 12:09:48;0;Only Chinese;view comment
267;;J A;28.08.19 12:09:48;2;Can anyone be my asian best friend ?i live in dallas;view comment
268;;Jamaica Anne Poliquit;28.08.19 12:09:48;0;Hey yo, we need a sequel of this!!!!!!!!!!!!!!! #CrazyRichAsians2;view comment
269;;Jamaica Anne Poliquit;28.08.19 12:09:48;0;Lol the real crazy-rich there is Ms. Kris Aquino (plays the role of Princess Intan). The daughter of Ex President Benigno Aquino II and the sister of Ex President Benigno Aquino III. She's also like a princess in real life;view comment
270;;Jaya Joyce;28.08.19 12:09:48;0;On offense,I don't like the heroin?;view comment
271;;Jo Gon;28.08.19 12:09:48;0;So. This is ALL Yellow?;view comment
272;;Justin The DJ;28.08.19 12:09:48;0;I'm Crazy Poor Asian.;view comment
273;;Katrina .Y;28.08.19 12:09:48;0;Ima crazy broke asian;view comment
274;;Laoagan Lester;28.08.19 12:09:48;1;This movie have a rehash plot and Asian cast does not make it different;view comment
275;;Lencie Wtf;28.08.19 12:09:48;0;Can’t relate ???????;view comment
276;;Loli4lyf;28.08.19 12:09:48;4;After being inpired by hall of mirror in versaille now i've become an ultimate lifeform who can eat a whole bucket of familiy size macaroni and cheese in one sitting;view comment
277;;Mathabo Molewa;28.08.19 12:09:48;1;This is still my favorite movie even though The Lion King is out, I love Crazy Rich Asians??;view comment
278;;MultiFandomisme;28.08.19 12:09:48;1;SEQUEL PLEASEEEEEEE!!!!! THIS MOVIE IS ONE YEAR OLD ALREADY....IT'S  TIME FOR THE SEQUEL DON'T YOU GUYS THINK?? PLEASE PLEASEEEEEEE??????;view comment
279;;Ningsang Longchar;28.08.19 12:09:48;1;I'm sure he Crazy rich asian after this movie;view comment
280;;NinjaCat;28.08.19 12:09:48;1;Ok seriously, this movie is a waste of time. Its not very funny. Its cliche. Its really boring.  But it has Asians that are crazy and rich, am I right?;view comment
281;;OddTuber;28.08.19 12:09:48;0;Its our time bitch!;view comment
282;;Phillipe Hayes;28.08.19 12:09:48;0;No machine guns, no explosions! .....WTF!;view comment
283;;R A Y;28.08.19 12:09:48;0;Bak-Bak bitch I'm dead ?;view comment
284;;Rizky Arifin;28.08.19 12:09:48;0;1:20  And For Gosh Sake Watch Your Language. - Tony Stark/Iron Man, 2015;view comment
285;;Rizky Arifin;28.08.19 12:09:48;0;2:00  Yeah For Youngster Only, Don't Watch. Please don't Watch.;view comment
286;;Rizky Arifin;28.08.19 12:09:48;1;CRA: Every Family Has its Crazy End Game: Summer Begins With The End Game. Godzilla: Only One Can Be KING. Best quotes of the Movie ?;view comment
287;;Sora No Ongaku;28.08.19 12:09:48;0;Anyone from NOC?;view comment
288;;Tisha Williams;28.08.19 12:09:48;0;Nick fine ass;view comment
289;;Unpaid;28.08.19 12:09:48;0;Henry Golding as Nick Young and Gemma Chan as Astrid Leong would be like an Asian 50 Shades.;view comment
;289-1;Unpaid;28.08.19 12:09:48;0;Wait, it looks like i got carried away then got overwhelmed. Due to the impulse of triumph i thought the couple was indestructible. Now, how the hell did you get the 8 sticks with so many cards left uncovered. That's cheating. Prior to the intent of having both men for her self. Why did Nick Young's best man's fiancee do a flying buzzer beater slam dunk at the Changi Airport. That was a travelling violation. At the floating bar, who was that lady in red that seemed extremely happy. That was the best asian movie i've ever seen in my entire life.;view comment
290;;Unpaid;28.08.19 12:09:48;2;Princess Intan I've spotted her once at Sapphire Road, Manila while driving to Robinson's Galleria in 2017. She is truely our Princess and one the highest ranking Princess.;view comment
291;;Violet Phoenix;28.08.19 12:09:48;0;My one pet peeve about the movie is the layout. This is the biggest asian movie america has seen in a while. I would not have made it materialistic focusing on the luxury and glam and rich. I would've focused it on the deeper side of Asian culture: the monks. Nothing exudes Asian culture deeper than that. Their spiritual seriousness truly is enviable.;view comment
292;;William Islas;28.08.19 12:09:48;0;he is like asian  rich harry;view comment
293;;Zeld9g l;28.08.19 12:09:48;1;Dem asian;view comment
294;;alex corgi;28.08.19 12:09:48;0;WOW This  looks like the best M Rated movie EVER;view comment
295;;anis syakirah;28.08.19 12:09:48;23;being asian, you usually have a relative that is super rich whom you hv to impress everytime they came by. and by impress it means you're gonna try to compete with their children and  not let them think you're just useless;view comment
296;;bill;28.08.19 12:09:48;1;awkwafina was freaking amazing and gemma chan's character we stan;view comment
297;;charz pak;28.08.19 12:09:48;0;Lucky girl!!!!;view comment
298;;joonie Gangmei;28.08.19 12:09:48;3;I'm a broke crazy asian girl?;view comment
299;;kim namjoon;28.08.19 12:09:48;223;i just finished watching this movie and it called me poor in 1000 languages.;view comment
300;;punyo T gaming;28.08.19 12:09:48;0;meanwhile me: crazy poor Asian;view comment
301;;raj paudel;28.08.19 12:09:48;0;I watched this!! It’s like Hollywood movies with Asian faces!! So it’s like Singaporean’s don’t have their own culture, every thing is western;view comment
302;;tesaurus dictionary;28.08.19 12:09:48;0;The only crazy rich asian in Singapore is minister...esp prime minister..earning millions of dollars and expect to have that luxury kind of living..where citizen become poorer and poorer. Agree?;view comment
303;;willardo mesa;28.08.19 12:09:48;1;just watched here in the philippines on cable channel its' a very good movie well represented of asians actor/actress us like ms. kris aquino.;view comment
304;;Abidur;28.09.19 12:09:48;2;A Hollywood movie with an all Asian cast, feels very refreshing!;view comment
305;;Abidur;28.09.19 12:09:48;2;I’m so ready for the sequel ?;view comment
306;;Abidur;28.09.19 12:09:48;6;That wedding scene though... wow loved that mystical scenery!;view comment
307;;Abidur;28.09.19 12:09:48;13;“Prince William of Asia” Ah they left that scene out of the movie, but it’s okay the movie was great;view comment
308;;Alej Gibsot;28.09.19 12:09:48;0;Why is Awkwafina trying to act ghetto????;view comment
309;;Ced 03;28.09.19 12:09:48;31;Well for you car guys out there, here are the cars that appeared in the movie: Audi R8 BMW i8 Ferrari F430 Ford GT40 Lamborghini Aventador SV McLaren MP4 - 12C Rolls Royce Phantom Rolls Royce Wraith Jagusr XJ Mercedes-Benz AMG GT Porsche 911 Carrera 2013 Ford Shelby GT500 Jeep Wrangler Acura NSX/Honda NSX Land Rover Defender Mercedes-McLaren SLR Mercedes-Benz C63 AMG I'll update this as soon as I'm finished rewatching the trailer multiple times;view comment
;309-1;Matt Añain;31.10.19 12:09:48;0;Mercedes Benz GL, Bentley Bentayga, Bentley Flying Spur;view comment
310;;D F.;28.09.19 12:09:48;0;He's Chinese but has a British accent ok.. yet the mom has heavy Asian accent.. ok!!!!! Even if they went to school in England doesn't mean u pick up the British accent;view comment
;310-1;sksnznsns zmsmmx;23.11.19 12:09:48;0;D F. my parents came from singapore to england with very heavy chinese accents. I was born in england and i have a strong british accent. You’re stupid.;view comment
311;;D F.;28.09.19 12:09:48;0;I'm Asian and this movie was beyond stupid... I didn't like any actors except Kenny from the Hangover and Aquakfina.. Al the rich Asians characters had British accents like WTF;view comment
;311-1;sksnznsns zmsmmx;23.11.19 12:09:48;0;D F. read the book dumbass. YOU’LL KNOW WHY THEY HAVE BRITISH ACCENTS.;view comment
312;;Eunice K;28.09.19 12:09:48;0;That guy is too “not” hot for nick young;view comment
313;;Ex JIN;28.09.19 12:09:48;0;Why u guys added CC i mean we can understand their accent cant we?;view comment
314;;Gaming4ever 39;28.09.19 12:09:48;1;B A K BAK B I T C H;view comment
315;;I Don’t Know;28.09.19 12:09:48;0;Bak-Bak Bitch!;view comment
316;;Jade Lin Lee Chen;28.09.19 12:09:48;2;Rachel's like the ang mo pai If you know you know;view comment
317;;Karyn Minji;28.09.19 12:09:48;0;This movie speaks for my love life :( This frequently happen here in asia tbh;view comment
318;;KiLLED5639;28.09.19 12:09:48;0;I would of watched the whole movie but I hate dramas; Any and all movies/tv shows with drama in them.;view comment
319;;LE XA;28.09.19 12:09:48;0;Me:Crazy broke asian;view comment
320;;Lizzy Howard;28.09.19 12:09:48;1;Guys I'm cringing so hard. So when this had just come out, my science teacher brought it up saying he saw it the past weekend, and I was like I really wanna see it.  NOW I'M REWATCHING THIS TRAILER AND REMEMBERING ALL KINDS OF SCENES...PLUS THE ONES IN THIS TRAILER... UUGHGHGHGHGHGHGH;view comment
321;;MONICA MARIE SELVINO;28.09.19 12:09:48;1;YOU WILL NOT REGRET WATCHING IT SWEAR ?;view comment
;321-1;Caron Leigh;28.09.19 12:09:48;0;I loved the movie ?;view comment
322;;Marisa;28.09.19 12:09:48;0;Some people talk about this movie, and i ended up watch this too on YT. Happy to see jessica huang from fresh off the boat. And I think i actually watched this kind of story since 18 years ago...in Meteor Garden. It's also described rich sons and a poor girl. Powerfull family and ambitious mother. The difference is MG tells about rich people in east asia like china, japan, korea, taiwan. Hehe.;view comment
;322-1;sksnznsns zmsmmx;23.11.19 12:09:48;0;Marisa CRA is definitely more than that. Read the 2nd book (china rich girlfriend) and you’ll find out why.;view comment
323;;Nigredo;28.09.19 12:09:48;0;I'm just finishing the book, it's been super fun. Can't wait to watch the movie!;view comment
324;;Okay_itsjustme !;28.09.19 12:09:48;2;BAK baK BItCH  favourite quote of the movie;view comment
325;;Praapthi Prabakar;28.09.19 12:09:48;1;Awkwafina=Thug Life;view comment
326;;Rabina Hamal;28.09.19 12:09:48;2;I was expecting so much from this movie but...Disappointed ?;view comment
327;;Rabina Hamal;28.09.19 12:09:48;1;So boring movie;view comment
328;;Shikshan Hindi;28.09.19 12:09:48;1;This movie is excellent. Good story line good acting. 100%;view comment
329;;Tatiana Likswish;28.09.19 12:09:48;0;Where in the world can i watch this movie been dying to watch it snc last year but cant find it. Not even on netflix;view comment
330;;Tiger Yang;28.09.19 12:09:48;0;i just realize they used the same song in the new doctor who trailer;view comment
331;;Triangle 456;28.09.19 12:09:48;0;Just another kdrama without the Korean language;view comment
332;;William Cheng;28.09.19 12:09:48;1;Best trailer ever;view comment
333;;coooolibri;28.09.19 12:09:48;0;constance wu is just really charismatic and she could play any role.;view comment
