;;Name (click to view profile);Date;Likes;Comment;(view source)
183;;K??????? ????????;28.11.61 15:43:40;0;Reasons why this movie doesn't make any sense: 1. So it's been 5 years but Sophie still hasn't had a DNA test to find out who her biological father really is? Or does she find it normal to have 3 dads? 2. Your daughter dies but you don't show up for her funeral or support to your granddaughter and you show up at the party for her pregnancy (or whatever it's about)? 3. 5 years ago you came from England or Ireland or Sweden because you were informed you might have a daughter and 5 years later you still have no interest to find out if she really is your daughter? You just think it's ok to "share" her with two other men? And people find this thing awesome. Whatever...;view comment
184;;L Rodd;28.11.61 15:43:40;0;Can someone explain how Cher is old enough to be meryl Streep’s mum?;view comment
185;;LJ T;28.11.61 15:43:40;0;I hate the new 1;view comment
186;;Laila & Erin;28.11.61 15:43:40;3;I’m going to see it today at the cinema;view comment
187;;Larsartuniverse;28.11.61 15:43:40;0;She dies;view comment
188;;Larsartuniverse;28.11.61 15:43:40;0;She dirs;view comment
189;;Laura Peirs;28.11.61 15:43:40;0;woooooow this film is so amazing! It's one of the best comedies i have ever seen. Its a bit complicated but the aftermovie cleared my mind! So i wonne give you a clue: watch the aftermovie first!!!! And do you know that lady Gaga has also a roll in it? i love her so much, she also seems a bit like the girl of abba!! and the amout of music! damn  i like the fact tht they sing 80% of the film! they repait enough what they feel so than you understand the film mush better! I feel the same way like Donna: liking a lot of guys, just like I like pigs! pay attention to the donky who looks like a pig! damn this film is so good! I give it FIVE STARS!;view comment
;189-1;Larissa Claeys;28.11.61 15:43:40;0;Laura Peirs wow i feel the same way as you!!!!!!!!! Incredible movie ???????????;view comment
;189-2;Laura Peirs;28.11.61 15:43:40;0;serious? do you also wanna watch it 10 times again?;view comment
;189-3;Laura Peirs;28.11.61 15:43:40;0;I can't get enough of it! <333333;view comment
;189-4;Larissa Claeys;28.11.61 15:43:40;0;Laura Peirs of course!!! I have a question.......... do you wanna join This is the musical???????;view comment
190;;Lauren Bourke;28.11.61 15:43:40;0;Saw this at the cinema last night! So good!!;view comment
191;;Laurie;28.11.61 15:43:40;16;um why does the mother and grandmother look the same age;view comment
;191-1;Turtle Murtle;28.11.61 15:43:40;5;Laurie lmao that’s Cher??she’s got hella work done that’s the point;view comment
;191-2;Alix Raphaelson;28.11.61 15:43:40;8;Cher and Streep? Because in reality, they are around the same age;view comment
;191-3;annette hanzal;28.11.61 15:43:40;3;cause.. the actresses are? hah, cher is 72 and meryl is 69;view comment
;191-4;Winds of March Journey/Perry tribute band;28.11.61 15:43:40;0;Because they're about 3 years apart...? But how else are you going to get cooler than Meryl? Who else is ALIVE at that age, lol?  Maybe Sophia Loren...? She'd also be the right age...;view comment
192;;Lazy Owly;28.11.61 15:43:40;0;who wants to see preacher the musical ?;view comment
193;;Lebron KING James;28.11.61 15:43:40;0;???????;view comment
194;;Letty;28.11.61 15:43:40;0;When I graduate college Im going to dump my boyfriend and .Im  going to Sweden and if I can't choose go to Greece and find myself some Sam and Bill and stay there forever. If it doesn't work I get back with my boyfriend and live a sad life;view comment
195;;Lexi Unicorn;28.11.61 15:43:40;0;Yay;view comment
196;;Limore Shakar;28.11.61 15:43:40;0;I thought it was Lady Gaga ? ? What an entrance !!! Glad I ?? Cher!;view comment
197;;Limore Shakar;28.11.61 15:43:40;0;Why isn’t Streep in this ? I guess she knows it’s going to be a flop ...;view comment
198;;Lovely Mia;28.11.61 15:43:40;0;It’s karen from mean girls;view comment
199;;Luisa Me;28.11.61 15:43:40;0;I didn’t know there was mamma Mia 2 I watch the first movie when I was 9 years old omg yes the second one yaaaaaay;view comment
200;;Luna Celestial;28.11.61 15:43:40;0;Cinderella singing Mama Mia! Oh my!;view comment
201;;MGang TV;28.11.61 15:43:40;0;Out here trying to network and build bless up;view comment
202;;Madison S;28.11.61 15:43:40;0;Haven't seen one mean girls reference in the comments yet. Smh;view comment
203;;Mahmudun Miah;28.11.61 15:43:40;0;I’m waching after I came back waching this movie in cinemas;view comment
204;;Male Isac;28.11.61 15:43:40;0;It was a good movie but until I saw the FRENCH FLAG at Waterloo scene!!! Dammn! I hate anything FRANCE/FRANCH????;view comment
205;;Maria Cecília Dias;28.11.61 15:43:40;2;Can’t believe Donna died ...;view comment
206;;Maria Moeller;28.11.61 15:43:40;2;God, I love Colin Firth! One line, and he still stole the whole scene!;view comment
207;;Mark Callaghan;28.11.61 15:43:40;0;It’s great , if you’re 8;view comment
208;;Marta Pineiro;28.11.61 15:43:40;0;love it both movies;view comment
209;;Martin Drienka;28.11.61 15:43:40;0;To cast Lily James as young Meryl Streep is absolute bonkers! I am sure Meryl is turning in her grave because of this!;view comment
210;;Matheus C;28.11.61 15:43:40;0;I watched it! IT WAS TERRIFIC!;view comment
211;;Matthew Jessup;28.11.61 15:43:40;1;The problem I have with this is .. will Abbas music now be acossiated with a shit tacky sequel.   Why can't you people just leave things alone,;view comment
212;;Maximum Hp;28.11.61 15:43:40;0;where's daddie mia;view comment
213;;Meagen Denton;28.11.61 15:43:40;0;Am I the only one who is sick of these mamma Mia ads? Yes? Haha okay then ???;view comment
214;;Mendes WYR;28.11.61 15:43:40;0;OMG SO FLIPPING EXCITED;view comment
215;;Mia Ella;28.11.61 15:43:40;1;My name is Mia ??;view comment
216;;Michelle C;28.11.61 15:43:40;4;OMG I saw it it was so good I really recommend it.;view comment
217;;Mikumi Shiota;28.11.61 15:43:40;0;Am I the only one who hated the original and hopes this one will redeem it?;view comment
218;;Millie Galbraith;28.11.61 15:43:40;0;great trailer!!;view comment
219;;Miss B;28.11.61 15:43:40;2;Why the fuck are y’all trying to advertise this movie so bad;view comment
220;;Miss Berry Jane;28.11.61 15:43:40;4;The movie was absolutely fantastic!;view comment
221;;Mission Multi Media;28.11.61 15:43:40;0;Went to see it yesterday, very average film, nowhere near as good as the first one, no real story, we didn't know half the songs, which were performed badly and it wasn't funny. Watch it on TV  when it's free but don't pay to see it.;view comment
;221-1;Chelsea;28.11.61 15:43:40;0;Mission Multi Media uhh... The first one was WAY worse oops;view comment
222;;Mojos Bigstick;28.11.61 15:43:40;0;Omid Djalili is class!;view comment
223;;Molia Zeelen;28.11.61 15:43:40;0;????;view comment
224;;Monkey Gacha;28.11.61 15:43:40;0;SHE GETS A BABY!?!?!;view comment
225;;Morgan Nesti;28.11.61 15:43:40;0;love this movie. Hope they make a third one.;view comment
226;;Mr Slave;28.11.61 15:43:40;0;Cher plays her grandmother even though she’s only three years older the Meryl Streep;view comment
227;;MusicKid;28.11.61 15:43:40;0;Here I go again!;view comment
228;;N B;28.11.61 15:43:40;0;Only white people in the entire trailer...;view comment
;228-1;Derby25;28.11.61 15:43:40;0;Good.  No need to muck up the movie with 3rd worlders.;view comment
;228-2;Philippa;28.11.61 15:43:40;0;it's supposed to be taking place in Greece. Not a highly multicultural country especially the islands;view comment
229;;N.G.A.M;28.11.61 15:43:40;0;we dont need a sequal;view comment
230;;NUWAN pemakumara;28.11.61 15:43:40;0;Mamma Mia! 01 prime video 02- blu ray 03- dvd 04- 4k  all with amazon  https://amzn.to/2yXIgNt;view comment
231;;Nana Watkins;28.11.61 15:43:40;1;I can't wait to see this movie;view comment
232;;Naomi Gu;28.11.61 15:43:40;0;Is it out yet??;view comment
233;;Natalie;28.11.61 15:43:40;0;I feel like I've just seen the entire movie...;view comment
234;;NewName;28.11.61 15:43:40;0;The fucking nostalgia man.;view comment
235;;Nicole Wilson;28.11.61 15:43:40;2;OMG I CAN'T WAIT TO SEE THIS!  I'm going to see it w all my friends!;view comment
236;;NinjaTurtlesFan89;28.11.61 15:43:40;0;Mama mia! who the fuck asked for a sequel;view comment
237;;Noah;28.11.61 15:43:40;0;Amazing sequel! Have seen it twice already because that's how much I loved it! Now I need to rewatch the first Mamma Mia ?? It's amazing;view comment
238;;Nobody You know;28.11.61 15:43:40;0;I LOVED this movie but what's the plot?;view comment
239;;NocturnalPlur S;28.11.61 15:43:40;0;People are going to spend money on this garbage?  Funny.  Maybe if you're over 50;view comment
240;;Olivia Kavanagh;28.11.61 15:43:40;0;Can someone please post the scence where sophie tells sky she is pregnant;view comment
241;;Omayraaa;28.11.61 15:43:40;0;Love this;view comment
242;;One Buffalo;28.11.61 15:43:40;0;having someone as hot as lily james supposedly be a younger meryl streep is just unrealistic.;view comment
243;;Oppo Neo7;28.11.61 15:43:40;0;why why;view comment
244;;PKK PLAYS :];28.11.61 15:43:40;2;This film was recorded on my island Vis <3<3<3 how much we can get likes;view comment
245;;Panda Girl;28.11.61 15:43:40;0;Ahhhhhhh I've been waiting  for this forever!!!!!!!;view comment
246;;Parita Deuchande;28.11.61 15:43:40;0;Eeeeh I can't wait. When this movie comes out I am going to see it no matter what!!!!!;view comment
;246-1;Tiffany Le;28.11.61 15:43:40;0;Parita Deuchande It’s already out.?:P;view comment
247;;Patrik Kostka;28.11.61 15:43:40;1;Fucking ads with this gay shit every ,10 mins !!! Fuck u bitches;view comment
248;;Pauline;28.11.61 15:43:40;0;is anyone here also wondering what happened to pepper and tanya??;view comment
249;;Pauline;28.11.61 15:43:40;3;I had to focus so hard not to sing along at the movies;view comment
250;;Per. una;28.11.61 15:43:40;0;???? I love this!!!??;view comment
251;;Philippa;28.11.61 15:43:40;6;One of the biggest disappointments in movie history. Lazy plot and terrible execution. Nobody asked for this "sequel". If you ask me, I'll stay in my bubble where everyone is happy;view comment
;251-1;Caryn Schmidt;28.11.61 15:43:40;1;Philippa So precisely stated. I was getting depressed with all the comments praising this disastrous, slapped-together mess whose only unifying factor was ABBA songs. Remove the soundtrack and convince me that it's worth the money or time spent.The storyline was abysmal and frankly thoughtless. And everyone knows sequels are nearly guaranteed to be worse.;view comment
;251-2;Chelsea;28.11.61 15:43:40;0;Philippa lol the plot in the first one and the first movie in general was way worse;view comment
;251-3;K. K;28.11.61 15:43:40;0;It was pretty terrible. I hated how they executed the back in time plot line with the young mother. Lily’s acting was very poor and annoying with constant wooos! and hands throwing. I think she did a pretty bad job, I don’t think she was the best choice for this role. The best part of the movie are Lily’s gold boots in the first scene and that’s pretty much it. The whole movie is cringeworthy and flat;view comment
252;;Poppy Mae;28.11.61 15:43:40;0;Donna is dead ?????;view comment
253;;Populous3 Tutorials;28.11.61 15:43:40;1;the movie wasnt great,  but was ok unfortunately the music parts were a bit dry, needed more "power" especially from the music and not the voices only the my love my life one was good because was more soft song;view comment
254;;Potato Girl;28.11.61 15:43:40;2;I just know I'm gonna be flipping singing every single singing note in the movie when i watch it XD also: I've always watched Mamma Mia at least 5 times every year. I've been watching it pretty much since I was born, and I thought that it was an old movie and that everybody had  forgotten about it. But apparently not. And when I saw that there was a second movie, I was so, so, SO happy. I know every word to ALL the songs in the first movie, and this one, I'm sure, will be no different. ?... ? (And it is very, VERY,  VERY  rare that I use a ? emoji, so that just shows how much I love this movie.);view comment
255;;Priana Herdianto;28.11.61 15:43:40;0;Mudah-mudahan masuk bioskop Indonesia,,seri pertama nya bener2 juara,semoga sekuelnya tidak mengecewakan;view comment
256;;Qiuji B;28.11.61 15:43:40;0;There is a flaw. In the first movie when they sing Our Last Summer, they show photos of the young versions of Bill, Harry and Sam, yet in this new movie, they look completely different! This is just a thing I observed... just watched the new movie, amazing. ?;view comment
257;;Qristofer Broun;28.11.61 15:43:40;0;They killed off Donna!! What!!?;view comment
258;;RK Noor;28.11.61 15:43:40;0;Excuse o wise people of the internet but am I bloody missing something?! Is Donna dead?! ?;view comment
259;;Rahmita Sashikirana;28.11.61 15:43:40;0;i’ve watched it yesterday!! so emotional and funny?;view comment
260;;RaptorInTheTree;28.11.61 15:43:40;0;Pls don't hate on me... I loved the first Mamma Mia because it was amazing, but honestly, this film really let me down ?;view comment
261;;Regina Marie;28.11.61 15:43:40;0;I’m having a stroke right now omg;view comment
262;;Reiben 24;28.11.61 15:43:40;1;this  movie is awesome. five stars;view comment
263;;Renee silvernail;28.11.61 15:43:40;0;Where the hell is Meryl Streep in the sequel?! Clearly I loved the first and am excited to see a sequel. But how can you do a sequel without her?;view comment
264;;Revival;28.11.61 15:43:40;0;I literally get chills when it’s changes 1979;view comment
265;;Rico;28.11.61 15:43:40;1;I cried so much;view comment
266;;Riverdale Fanpagexx;28.11.61 15:43:40;0;This looks so amazing I wanna watch it xx;view comment
267;;Riëtte Kriel;28.11.61 15:43:40;0;What happend to Donna!!! I AM DISTRAUGT!!!;view comment
268;;Rosana Silva;28.11.61 15:43:40;0;Já quero ver ?;view comment
269;;RoyalBob;28.11.61 15:43:40;0;One of my favourite films but the trailer looks confusing. Hope the movies will not disappoint :( :);view comment
270;;Rubin Szabo;28.11.61 15:43:40;0;Who's here for Dominic Cooper? ??;view comment
271;;S;28.11.61 15:43:40;1;Best movie of 2018 omg;view comment
272;;Salma hussein;28.11.61 15:43:40;0;It’s still not mamma Mia without Meryl Streep :(;view comment
273;;Sammy The Believer;28.11.61 15:43:40;0;Hey Everyone what’s up it’s Sammy the Believer again ? ...AND I’ve gotta say... WHATEVER YOU DO, WATCH THIS MOVIE. I have not seen one like it since the original, and just like its former, it made us laugh, it made us cry, it made us fall out of our chairs with laughter. This is one movie to secure its place as an all-time classic like the first movie ?. A movie to be remembered. So whatever you do, watch it. You won’t regret it ???;view comment
274;;Sappho Designs;28.11.61 15:43:40;0;I love it;view comment
275;;Sarah Juliette;28.11.61 15:43:40;0;Wait didn’t Donna say in the first movie that her mom was dead I’m confused;view comment
276;;Sarah McD;28.11.61 15:43:40;0;I got a Mamma Mia 2 ad while watching this trailer.;view comment
277;;Sarah Stewart;28.11.61 15:43:40;0;Sarah mamma use John year part can end to and you;view comment
278;;Sarah Wan;28.11.61 15:43:40;0;"I told many many people.";view comment
279;;Saša Bogdanovi?;28.11.61 15:43:40;0;What a shit movie xd;view comment
280;;Seajay Effigie;28.11.61 15:43:40;0;Honestly though the sequel was so redundant they should’ve left it at the trailer;view comment
281;;Sean Sorce;28.11.61 15:43:40;0;Just watched the movie last Friday after 5 years and I am honestly excited to see this sequel tomorrow with one of my best friends! Can't wait!;view comment
282;;Shane Beard;28.11.61 15:43:40;0;I’m shanebearddj I love that movie for first time yay ??????;view comment
283;;Shane Beard;28.11.61 15:43:40;0;yay;view comment
284;;Sharky TV;28.11.61 15:43:40;0;the songs inspire me dunno why;view comment
285;;Sharky TV;28.11.61 15:43:40;0;the songs inspire me dunno why;view comment
286;;Sharky TV;28.11.61 15:43:40;0;the songs inspire me dunno why;view comment
287;;Sheila Carver;28.11.61 15:43:40;0;Hey;view comment
288;;Sienna Squires;28.11.61 15:43:40;0;Hahahahha im so ready my DuDeS;view comment
289;;Sir Darius;28.11.61 15:43:40;0;Lily James... is sexy;view comment
290;;Smileforthecamera;28.11.61 15:43:40;0;Anyone else think that Josh Dylan aka young Bill was the best part of the whole movie?;view comment
291;;Smokey the Mothafuckin' Bear;28.11.61 15:43:40;0;1:30  the way she sings it literally feels like angel kisses for my ears ?;view comment
292;;Sophia Vukmirovic;28.11.61 15:43:40;0;I am so excited to watch it;view comment
293;;Sophie;28.11.61 15:43:40;0;So I'm guessing I'm the only one that thought the movie was very disappointing and unimpressive. And kinda depressing. The first one was so damn good and funny. This one...Didn't even feel like I was watching the sequel/prequel! Waited so long and I was so excited, only to be very let down.;view comment
294;;Sophie B.;28.11.61 15:43:40;0;Does Lily James sing un the film or it is an other voice?;view comment
295;;Stamatia P;28.11.61 15:43:40;0;I just got an ad for the trailer of Mamma Mia 2 while waiting to watch the trailer of Mamma Mia 2;view comment
296;;Steve Wertz;28.11.61 15:43:40;0;I absolutely adored this movie!! Some of the singing could have been better, but it was so much fun! Fantastic! I will definitely watched with boxxy software!;view comment
297;;Tabby's World;28.11.61 15:43:40;0;Worst movie ever... they should had left the first one ... the first was the best and they ruined it by making this crap... and guess what... Donna isn’t in it ....;view comment
298;;Tait Payne;28.11.61 15:43:40;0;Oh I'm so ready for this;view comment
299;;Taylor Freeman;28.11.61 15:43:40;0;saw this movie just for the meme of it and meryl wasnt even in it smfh;view comment
300;;Teemu M.;28.11.61 15:43:40;0;We are Americans making a huge noise on a peer in Italy. This is our backyard and we are here just to have a picnic. Waitress!;view comment
301;;Tegan;28.11.61 15:43:40;0;Looks bad gonna watch it and be bored as fuck;view comment
302;;The Shadow;28.11.61 15:43:40;2;JESUS H. CHRIST HOLLYWOOD HAS SERIOUSLY RAN OUTTA IDEAS. No reason for this. Leave well enough alone fk !!!;view comment
303;;The real tea sis;28.11.61 15:43:40;0;Wait I just realised in the first one donnas mum is dead but in the second Donna is dead  My only brain cell thought of that just there;view comment
304;;TheAien123;28.11.61 15:43:40;0;Can’t wait;view comment
305;;TheCezu;28.11.61 15:43:40;0;I really thought it would be bad, but I never been happier to be proven wrong! I loved it! Dare I say it was better than the first one! I was very emotional at the end...ok fine I sobbed during the church scene;view comment
306;;TheRockstarGurl TheRockstarGurl;28.11.61 15:43:40;0;I'm going to the concert me my mum and sis are her biggest fan we love Mama mia;view comment
307;;Therese Ember;28.11.61 15:43:40;2;There is such an unbelievably sad pall throughout the majority of this film (Meryl Streep not being there).  The entire time, it continuously distracts you, wondering why Meryl pulled out of it (was there a fight between people? money fight? etc.) but then almost near the end (Thank God), Meryl finally shows up (in a short cameo) and an incredibly tender moment happens which literally makes you cry.  But still afterward, you’d been thinking for so long that Meryl Streep had been kicked off (or backed out of) the project that you’d already accepted her as being a  no-show, so it kind of felt ‘too little too late’.  The writer abandoned the audience by killing Meryl’s character off from the very beginning, so you felt deeply upset with the writer for killing her off and making the audience feel depressed for over an hour when you thought it was going to be a fun movie from the start like the first one was.   Amanda Siefried has an exquisitely beautiful voice. Lily James is a stand-out actress.  Colin Firth is hilarious on the boat.  Cher is  amazing as always and her role had great depth.  It’s always great to see Pierce Brosnan.  Gorgeous Greek island set/color design especially in Amanda’s bedroom.  The actress who helped deliver Lily James’ baby is an amazing actress.  This film should have been way more lighthearted and fun starting from the beginning, instead of starting it with bumming the audience out for over an hour and Lily James seeming to have incredibly superficial values at the very beginning. They should have worked on Lily’s backstory story using tons more thought and depth.  Her dialogue was absolutely not believable as a Valedictorian at the beginning. The Abba songs will always be timeless though.  They should reshoot it featuring Meryl at the beginning continually yelling at Lily James “Don’t do it!” at her younger self.;view comment
;307-1;Judee  Layug;28.11.61 15:43:40;0;Therese Ember ...and you should be the one to write and direct the reshoot, right?!;view comment
;307-2;Chelsea;28.11.61 15:43:40;1;She didn't want to be in it;view comment
;307-3;Mokkari77;28.11.61 15:43:40;1;The writer and director thought it had more emotional impact if Donna was dead and Meryl agreed.;view comment
308;;Therese Middleton;28.11.61 15:43:40;0;What a Magnificent Movie. DEFIANTLEY A TEAR JERKER . AT Least For Me.   What a wonderful Movie. I cry Everytime I see it. ????;view comment
309;;Thomas O'Flaherty;28.11.61 15:43:40;0;Looks awful, full of clichés, predictable, easy fodder popcorn for those who don't need to engage their brains; a singalong tripe of a film.;view comment
310;;Tori Tennant;28.11.61 15:43:40;1;CAN THIS MOVIE COME OUT ALREADY SO THEIR ANNOYING ADS CAN STOP;view comment
311;;Travis Saner;28.11.61 15:43:40;1;Wtf is this shit? Haha this looks so Fucking lame. I didn't even know these movies existed until it showed up in my recommended videos 2 days ago. This movie looks like it sucks ass;view comment
;311-1;Sugar Nipps;28.11.61 15:43:40;0;It does;view comment
312;;Turtle Murtle;28.11.61 15:43:40;5;HEADS UP: THE MOVIE IS SO SAD!! PEOPLE DIE AND BREAK UP IM NOT HERE FOR THIS;view comment
313;;Txpical Vines;28.11.61 15:43:40;0;im waching this today bc its my birthday today;view comment
314;;Victor Suarez;28.11.61 15:43:40;1;I’m pregnant just watching this.;view comment
315;;Vitalinc10;28.11.61 15:43:40;0;why????;view comment
316;;Wai Hong Lai;28.11.61 15:43:40;0;Oh great another feminist sjw leftist shit. Fucking murder this world god!;view comment
317;;Why did you leave, Ryan Ross?;28.11.61 15:43:40;0;Young Rosie/Rose looks so cute- this is when the gay af part of me comes out. She looks so cute, and soft, and huggable!;view comment
318;;Wiktoria;28.11.61 15:43:40;0;The song at the beginning of trailer is... ???;view comment
;318-1;JAMES FERNANDEZ;28.11.61 15:43:40;0;Wiktoria "Angels Eyes" ?;view comment
;318-2;Wiktoria;28.11.61 15:43:40;0;JAMES FERNANDEZ Thanks ?;view comment
319;;Wimsem - Tekenen & Knutselen;28.11.61 15:43:40;1;Two girls next to me didnt get the story? they thought young donna was sofie's sistrr?;view comment
320;;Winds of March Journey/Perry tribute band;28.11.61 15:43:40;0;"God, I hope his wife is dead..." they gave her and Cher all the best lines, which I'm sure is why they agreed to do the film.  Rita Wilson and Tom Hanks produced this? Seriously? And I was a big fan of the original. It wasn't Citizen Kane, but it was just fun.  Pretty insufferable movie until Cher sang...a TON of Auto-tune in this film, which automatically makes me crazy in a bad way (think: fingernails down a blackboard).  Odd she's supposed to be Meryl's mother when Cher is 3 years older than her.               ****SPOILER*** WHY is Donna/Meryl dead in this movie??? I feel Cher and Meryl's singing are the least messed with digitally.  I think if you don't want to learn to sing right yourself, you ought to step aside and let someone who knows what they're doing do it for you.;view comment
321;;Wolfy Wlf;28.11.61 15:43:40;0;Yes finally;view comment
322;;Yun Xi Chow;28.11.61 15:43:40;0;Beautiful donna;view comment
323;;Yunjie Su;28.11.61 15:43:40;0;I cried so hard while watching it on the theater.;view comment
324;;Yuqui Guo;28.11.61 15:43:40;0;RIP Donna <3;view comment
325;;Zara Evelyn;28.11.61 15:43:40;0;yaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaas ITS FINALLY OUT ?? ?? ??;view comment
326;;_Roxy_Fnaf_;28.11.61 15:43:40;0;Yes, I'm going to cry. Totally. I'm already crying;view comment
327;;abel carreon;28.11.61 15:43:40;0;No offense, but is this predominantly what they call a "Chick Flick?";view comment
328;;alpaquita;28.11.61 15:43:40;0;1:57  who else heard the gasping meme sound?;view comment
329;;anunnaki2007;28.11.61 15:43:40;0;I've seen this in the premiere showing.  DONNA DIED ? ? ?;view comment
;329-1;paul paul;28.11.61 15:43:40;0;she's with jesus now aww men;view comment
330;;aspiringcreative 1;28.11.61 15:43:40;0;Idk if I want this.;view comment
331;;barbie guide;28.11.61 15:43:40;0;Excuse me, where is meryl streep?;view comment
;331-1;Linda Jung;28.11.61 15:43:40;0;barbie guide Donna died...;view comment
332;;boukharrouba mabrouk;28.11.61 15:43:40;0;Do you guys recommend me this film ? I never got the chance to watch the first one;view comment
333;;brawl stars;28.11.61 15:43:40;0;kruta;view comment
334;;brawl stars;28.11.61 15:43:40;0;lieliski;view comment
335;;budgiess x;28.11.61 15:43:40;0;Omygawd thank you lord!! I love mama mia so much and im sooooo excited for this one.. i meryl streep!!;view comment
336;;bumblebee 127;28.11.61 15:43:40;0;I cried like a child at the end... like big crocodile tears ? amazing movie... both of them!;view comment
337;;bunnykissme;28.11.61 15:43:40;0;so who's her father again? lol;view comment
338;;caitlin;28.11.61 15:43:40;0;Drop a like if you saw the extra scene at the end of the credits!;view comment
339;;cal kal;28.11.61 15:43:40;0;loved the film. can you guys help. in some of the crowd scenes is it some other actor playing fernando, because it does not look like andy garcia in some crowd scenes to me;view comment
340;;cascaidsamsung;28.11.61 15:43:40;0;Wow;view comment
341;;cassandra grant;28.11.61 15:43:40;0;This looks so fun and heartfelt. Can't wait!;view comment
342;;clarisse lhing kattan'34;28.11.61 15:43:40;0;Very nice movies mama mia i alweys watch this since 2008?;view comment
343;;click bait;28.11.61 15:43:40;0;looks bad to me I havent watch the first one but this looks really bad;view comment
344;;confetttii;28.11.61 15:43:40;0;I'm really tired of getting ads for this.?;view comment
345;;coupleofbeers31;28.11.61 15:43:40;0;Pretty good movie but I always wondered if Sophie was obviously born and raised on a Greek island why does she talk and act like a Valley Girl bimbo from Huntington Beach California, or even speak perfect English in the first place???? LOL.;view comment
346;;cuteunicorns064 x;28.11.61 15:43:40;0;Just Wat he'd the movie today and it was AWESOME!!!   i loved it;view comment
347;;d i n a;28.11.61 15:43:40;0;the first movie sucked so let’s see if this one is any better;view comment
348;;david gooch;28.11.61 15:43:40;1;The mam dies;view comment
349;;emily;28.11.61 15:43:40;6;i saw it today I LOVE;view comment
350;;everywhere at the same time;28.11.61 15:43:40;1;Lily James ruins everything. She ruined Cinderella;view comment
351;;frisca anjaningrum;28.11.61 15:43:40;0;should I watch the first movie before this?;view comment
;351-1;Guido Dam;28.11.61 15:43:40;0;yes;view comment
352;;g davis;28.11.61 15:43:40;0;Gee, truly horrible humans become good characters in movies and are still real life truly horrible people. go figure;view comment
353;;gab_sosa_ 28;28.11.61 15:43:40;2;Is Donna........dead? Never mind I just looked at the cast and Meryl Streep is there!  deep sigh of relief;view comment
;353-1;Seda;28.11.61 15:43:40;0;Lol i watched it tonight and shes dead. She was only in it for the last song :(;view comment
;353-2;gab_sosa_ 28;28.11.61 15:43:40;0;Seda noooooo!!! She’s dead!?! Also, I just got a major spoil alert???;view comment
;353-3;Seda;28.11.61 15:43:40;0;Sorry lol;view comment
354;;gordon farr;28.11.61 15:43:40;0;Re make?;view comment
355;;hanasumi lee;28.11.61 15:43:40;0;"I told many many people."  Died of laughing. This is why i love Colin Firth;view comment
356;;handicapper911;28.11.61 15:43:40;0;does dis movie cure anal cancer / erectile disfunction, plz help;view comment
357;;hi true;28.11.61 15:43:40;0;karen!!!;view comment
358;;hm14;28.11.61 15:43:40;0;So diverse just like the first one.;view comment
359;;iflyTony;28.11.61 15:43:40;0;I keep seeing this billboards all over L.A.  Tried to watch this trailer but gave up halfway.;view comment
360;;im probably dead so you should go;28.11.61 15:43:40;0;im so pumped!!!!!!!!!!!!!!!!!!;view comment
361;;j o;28.11.61 15:43:40;0;AND FUCK MAN YOU CANT LET DONNA DIE!;view comment
362;;jaylen wilson;28.11.61 15:43:40;0;request who might balance weigh ghost order operating music greatest.;view comment
363;;k Maz;28.11.61 15:43:40;0;Sailor.moon want  us.to  know she.the.moon princess.occupy.t.v..show doggie days  any.pro  brotherhood.if the assshole..;view comment
364;;karen hersan;28.11.61 15:43:40;0;And all this time, I always wondering where was Donna?  ? And....oh my god!  I'm crying rigth now ??? I didn't see yet the movie!;view comment
365;;lando9flo;28.11.61 15:43:40;0;I'd take my girls to see this only if Streep was not in at all.;view comment
366;;laura Daniel;28.11.61 15:43:40;0;i love this;view comment
367;;lucemorato;28.11.61 15:43:40;0;Croatia is so beautiful!;view comment
368;;lydia gracia;28.11.61 15:43:40;0;I miss meryl streep ?;view comment
369;;ma je;28.11.61 15:43:40;0;Is thatJessie...??;view comment
370;;maritimus17;28.11.61 15:43:40;0;Was that frakin 'PREACHER'?!?!;view comment
371;;milan barcelo;28.11.61 15:43:40;0;i just watched it. i bawled my eyes out the entire movie.;view comment
372;;misty blue;28.11.61 15:43:40;0;Dont waste your money CRAP;view comment
373;;molly;28.11.61 15:43:40;1;Such a great movie. Just watched it tonight!! Lily James is a perfect Donna;view comment
374;;mouza alw;28.11.61 15:43:40;0;As the end of the movie it seems the third movie will be about the grandchild I can’t wait!!!;view comment
375;;nadia;28.11.61 15:43:40;0;Just saw this last night! beautiful movie;view comment
376;;oop s;28.11.61 15:43:40;0;2:02  mean girls cast person;view comment
377;;pokemongirl940309;28.11.61 15:43:40;0;I was honestly confused with the first trailer, I thought they were replacing the actors with new ones, haha, this one cleared it up for me;view comment
378;;preetdude;28.11.61 15:43:40;0;this is gonna be stupid.;view comment
379;;priscilla darling;28.11.61 15:43:40;0;not as good as the first, but it’s expected. still a wonderful movie :) heart breaking tho;view comment
380;;procekim;28.11.61 15:43:40;0;hope the quality will meet expectations.;view comment
381;;rb en;28.11.61 15:43:40;2;So what happened to Sophie's best friends Ali and Lisa?;view comment
;381-1;Mariam Diane;28.05.19 12:12:41;0;They are in the movie;view comment
